Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,NA_Sales_log,EU_Sales_log,JP_Sales_log,Other_Sales_log,Global_Sales_log
6364,LEGO The Hobbit,XOne,2014.0,Action,Warner Bros. Interactive Entertainment,0.13,0.12,0.0,0.02,0.27,0.12221763272424921,0.11332868530700317,0.0,0.019802627296179712,0.23901690047049992
6365,Jikkyou Powerful Pro Yakyuu 2,SNES,1995.0,Sports,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.27,0.0,0.0,0.09531017980432487,0.0,0.23901690047049992
6366,The Incredible Hulk,PS3,2008.0,Action,Sega,0.22,0.03,0.0,0.03,0.27,0.1988508587451652,0.0295588022415444,0.0,0.0295588022415444,0.23901690047049992
6367,Resident Evil: Revelations,X360,2013.0,Action,Capcom,0.12,0.11,0.02,0.02,0.27,0.11332868530700317,0.10436001532424277,0.019802627296179712,0.019802627296179712,0.23901690047049992
6368,Major League Baseball 2K10,Wii,2010.0,Sports,Take-Two Interactive,0.25,0.0,0.0,0.02,0.27,0.22314355131420976,0.0,0.0,0.019802627296179712,0.23901690047049992
6369,NASCAR 2011: The Game,PS3,2011.0,Racing,Activision,0.25,0.0,0.0,0.02,0.27,0.22314355131420976,0.0,0.0,0.019802627296179712,0.23901690047049992
6370,Thoroughbred Breeder II,SNES,1994.0,Simulation,Hect,0.0,0.0,0.1,0.0,0.27,0.0,0.0,0.09531017980432487,0.0,0.23901690047049992
6371,Shin Megami Tensei: Devil Survivor,DS,2009.0,Role-Playing,Atlus,0.14,0.0,0.1,0.01,0.27,0.13102826240640408,0.0,0.09531017980432487,0.009950330853168083,0.23901690047049992
6372,Magical Vacation,GBA,2001.0,Role-Playing,Nintendo,0.0,0.0,0.1,0.01,0.27,0.0,0.0,0.09531017980432487,0.009950330853168083,0.23901690047049992
6373,XGIII: Extreme G Racing,PS2,2001.0,Racing,Acclaim Entertainment,0.13,0.1,0.0,0.03,0.27,0.12221763272424921,0.09531017980432487,0.0,0.0295588022415444,0.23901690047049992
6374,NBA Live 2004,GC,2003.0,Sports,Electronic Arts,0.21,0.05,0.0,0.01,0.27,0.19062035960864973,0.048790164169432,0.0,0.009950330853168083,0.23901690047049992
6375,Dragon Ball: XenoVerse,X360,2015.0,Fighting,Namco Bandai Games,0.16,0.08,0.0,0.02,0.27,0.1484200051182733,0.07696104113612832,0.0,0.019802627296179712,0.23901690047049992
6376,NASCAR Thunder 2003,XB,2002.0,Racing,Electronic Arts,0.2,0.06,0.0,0.01,0.27,0.18232155679395465,0.05826890812397577,0.0,0.009950330853168083,0.23901690047049992
6377,Section 8,X360,2009.0,Shooter,SouthPeak Games,0.15,0.09,0.0,0.03,0.27,0.1397619423751587,0.08617769624105233,0.0,0.0295588022415444,0.23901690047049992
6378,Superbike 2000,PS,1999.0,Racing,Electronic Arts,0.15,0.1,0.0,0.02,0.27,0.1397619423751587,0.09531017980432487,0.0,0.019802627296179712,0.23901690047049992
6379,America's Test Kitchen: Let's Get Cooking,DS,2010.0,Simulation,Nintendo,0.25,0.0,0.0,0.02,0.27,0.22314355131420976,0.0,0.0,0.019802627296179712,0.23901690047049992
6380,Final Fantasy XI: Ultimate Collection,X360,2009.0,Role-Playing,Square Enix,0.25,0.0,0.0,0.02,0.27,0.22314355131420976,0.0,0.0,0.019802627296179712,0.23901690047049992
6381,Fire Emblem: Shin Monshou no Nazo Hikari to Kage no Eiyuu,DS,2010.0,Strategy,Nintendo,0.0,0.0,0.1,0.0,0.27,0.0,0.0,0.09531017980432487,0.0,0.23901690047049992
6382,F1 2016 (Codemasters),PS4,2016.0,Racing,Codemasters,0.01,0.21,0.01,0.04,0.27,0.009950330853168083,0.19062035960864973,0.009950330853168083,0.039220713153281295,0.23901690047049992
6383,Connect Four / Perfection / Trouble,GBA,2005.0,Misc,Zoo Digital Publishing,0.19,0.07,0.0,0.0,0.27,0.17395330712343804,0.06765864847381481,0.0,0.0,0.23901690047049992
6384,Wipeout 2,X360,2011.0,Misc,Activision,0.25,0.0,0.0,0.02,0.27,0.22314355131420976,0.0,0.0,0.019802627296179712,0.23901690047049992
6385,Ratatouille,X360,2007.0,Action,THQ,0.23,0.02,0.0,0.02,0.27,0.20701416938432615,0.019802627296179712,0.0,0.019802627296179712,0.23901690047049992
6386,The Incredible Hulk,X360,2008.0,Action,Sega,0.22,0.03,0.0,0.02,0.27,0.1988508587451652,0.0295588022415444,0.0,0.019802627296179712,0.23901690047049992
6387,Dora the Explorer: Dora Saves the Crystal Kingdom,Wii,2009.0,Misc,Take-Two Interactive,0.24,0.01,0.0,0.02,0.27,0.2151113796169455,0.009950330853168083,0.0,0.019802627296179712,0.23901690047049992
6388,Alundra 2: A New Legend Begins,PS,1999.0,Role-Playing,Activision,0.15,0.1,0.0,0.02,0.27,0.1397619423751587,0.09531017980432487,0.0,0.019802627296179712,0.23901690047049992
6389,Reign of Fire,PS2,2002.0,Shooter,BAM! Entertainment,0.13,0.1,0.0,0.03,0.27,0.12221763272424921,0.09531017980432487,0.0,0.0295588022415444,0.23901690047049992
6390,Scooby-Doo! and the Spooky Swamp,PS2,2010.0,Action,Warner Bros. Interactive Entertainment,0.08,0.11,0.0,0.08,0.27,0.07696104113612832,0.10436001532424277,0.0,0.07696104113612832,0.23901690047049992
6391,Jikkyou Powerful Pro Yakyuu '98 Ketteiban,PS,1998.0,Sports,Konami Digital Entertainment,0.0,0.0,0.1,0.02,0.27,0.0,0.0,0.09531017980432487,0.019802627296179712,0.23901690047049992
6392,Ace Attorney 6,3DS,2016.0,Adventure,Capcom,0.0,0.0,0.1,0.0,0.27,0.0,0.0,0.09531017980432487,0.0,0.23901690047049992
6393,The Sims 2: Pets,GC,2006.0,Simulation,Electronic Arts,0.21,0.05,0.0,0.01,0.27,0.19062035960864973,0.048790164169432,0.0,0.009950330853168083,0.23901690047049992
6394,Cake Mania 2: Jill's Next Adventure!,DS,2008.0,Puzzle,Majesco Entertainment,0.24,0.0,0.0,0.02,0.27,0.2151113796169455,0.0,0.0,0.019802627296179712,0.23901690047049992
6395,Batman: Arkham Origins Blackgate,3DS,2013.0,Action,Warner Bros. Interactive Entertainment,0.16,0.09,0.0,0.02,0.27,0.1484200051182733,0.08617769624105233,0.0,0.019802627296179712,0.23901690047049992
6396,The BIGS,X360,2007.0,Sports,Take-Two Interactive,0.18,0.08,0.0,0.0,0.27,0.16551443847757338,0.07696104113612832,0.0,0.0,0.23901690047049992
6397,Initial D: Special Stage,PS2,2003.0,Racing,Sega,0.0,0.0,0.1,0.0,0.27,0.0,0.0,0.09531017980432487,0.0,0.23901690047049992
6398,Madden NFL 08,DS,2007.0,Sports,Electronic Arts,0.24,0.0,0.0,0.02,0.27,0.2151113796169455,0.0,0.0,0.019802627296179712,0.23901690047049992
6399,Jurassic Park: Operation Genesis,PS2,2003.0,Simulation,Konami Digital Entertainment,0.13,0.1,0.0,0.03,0.27,0.12221763272424921,0.09531017980432487,0.0,0.0295588022415444,0.23901690047049992
6400,Family Feud: 2010 Edition,DS,2009.0,Misc,Ubisoft,0.25,0.0,0.0,0.02,0.27,0.22314355131420976,0.0,0.0,0.019802627296179712,0.23901690047049992
6401,Final Doom,PS,1995.0,Shooter,GT Interactive,0.15,0.1,0.0,0.02,0.27,0.1397619423751587,0.09531017980432487,0.0,0.019802627296179712,0.23901690047049992
6402,Deadly Premonition,X360,2010.0,Action,Rising Star Games,0.18,0.06,0.0,0.02,0.27,0.16551443847757338,0.05826890812397577,0.0,0.019802627296179712,0.23901690047049992
6403,Rock Revolution,PS3,,Misc,Unknown,0.25,0.0,0.0,0.02,0.27,0.22314355131420976,0.0,0.0,0.019802627296179712,0.23901690047049992
6404,Are You Smarter than a 5th Grader? Game Time,Wii,2009.0,Puzzle,THQ,0.25,0.0,0.0,0.02,0.27,0.22314355131420976,0.0,0.0,0.019802627296179712,0.23901690047049992
6405,NBA ShootOut 2001,PS,2000.0,Sports,Sony Computer Entertainment,0.15,0.1,0.0,0.02,0.27,0.1397619423751587,0.09531017980432487,0.0,0.019802627296179712,0.23901690047049992
6406,Knockout Kings 2002,XB,2002.0,Sports,Electronic Arts,0.2,0.06,0.0,0.01,0.27,0.18232155679395465,0.05826890812397577,0.0,0.009950330853168083,0.23901690047049992
6407,Wipeout 2,DS,2011.0,Misc,Activision,0.25,0.0,0.0,0.02,0.27,0.22314355131420976,0.0,0.0,0.019802627296179712,0.23901690047049992
6408,Payday 2,PS4,2015.0,Shooter,505 Games,0.09,0.14,0.0,0.04,0.27,0.08617769624105233,0.13102826240640408,0.0,0.039220713153281295,0.23901690047049992
6409,Ultimate NES Remix,3DS,2014.0,Action,Unknown,0.15,0.09,0.0,0.02,0.27,0.1397619423751587,0.08617769624105233,0.0,0.019802627296179712,0.23901690047049992
6410,Megamind: The Blue Defender,DS,2010.0,Adventure,THQ,0.19,0.05,0.0,0.02,0.27,0.17395330712343804,0.048790164169432,0.0,0.019802627296179712,0.23901690047049992
6411,NFL Street 3,PSP,2006.0,Sports,Electronic Arts,0.24,0.0,0.0,0.02,0.27,0.2151113796169455,0.0,0.0,0.019802627296179712,0.23901690047049992
6412,Battle Arena Toshinden 3,PS,1996.0,Fighting,Sony Computer Entertainment,0.06,0.04,0.1,0.02,0.27,0.05826890812397577,0.039220713153281295,0.09531017980432487,0.019802627296179712,0.23901690047049992
6413,Teenage Mutant Ninja Turtles: Danger of the Ooze,PS3,2014.0,Adventure,Activision,0.11,0.11,0.0,0.05,0.27,0.10436001532424277,0.10436001532424277,0.0,0.048790164169432,0.23901690047049992
6414,Jade Cocoon: Story of the Tamamayu,PS,1998.0,Role-Playing,Crave Entertainment,0.15,0.1,0.0,0.02,0.27,0.1397619423751587,0.09531017980432487,0.0,0.019802627296179712,0.23901690047049992
6415,Super Nazo Puyo: Ruruu no Ruu,SNES,1995.0,Puzzle,Banpresto,0.0,0.0,0.1,0.0,0.27,0.0,0.0,0.09531017980432487,0.0,0.23901690047049992
6416,Cabela's Big Game Hunter 2010,X360,2009.0,Sports,Activision Value,0.25,0.0,0.0,0.02,0.27,0.22314355131420976,0.0,0.0,0.019802627296179712,0.23901690047049992
6417,InuYasha: Feudal Combat,PS2,2005.0,Fighting,Namco Bandai Games,0.13,0.1,0.0,0.03,0.27,0.12221763272424921,0.09531017980432487,0.0,0.0295588022415444,0.23901690047049992
6418,Duel Masters,PS2,2004.0,Strategy,Atari,0.13,0.1,0.0,0.03,0.27,0.12221763272424921,0.09531017980432487,0.0,0.0295588022415444,0.23901690047049992
6419,Ninja Gaiden Sigma,PSV,2012.0,Action,Tecmo Koei,0.13,0.06,0.04,0.04,0.27,0.12221763272424921,0.05826890812397577,0.039220713153281295,0.039220713153281295,0.23901690047049992
6420,Super Collapse! 3,DS,2007.0,Puzzle,Mumbo Jumbo,0.25,0.0,0.0,0.02,0.27,0.22314355131420976,0.0,0.0,0.019802627296179712,0.23901690047049992
6421,Superman Returns,X360,2006.0,Action,Electronic Arts,0.23,0.02,0.0,0.02,0.27,0.20701416938432615,0.019802627296179712,0.0,0.019802627296179712,0.23901690047049992
6422,The Dog Island,PS2,2007.0,Adventure,Ubisoft,0.13,0.1,0.0,0.03,0.27,0.12221763272424921,0.09531017980432487,0.0,0.0295588022415444,0.23901690047049992
6423,My Virtual Tutor: Reading Adventure Kindergarten to First,DS,2009.0,Misc,Mentor Interactive,0.25,0.0,0.0,0.02,0.27,0.22314355131420976,0.0,0.0,0.019802627296179712,0.23901690047049992
6424,Dynasty Warriors Next,PSV,2011.0,Action,Tecmo Koei,0.06,0.07,0.1,0.03,0.27,0.05826890812397577,0.06765864847381481,0.09531017980432487,0.0295588022415444,0.23901690047049992
6425,Major League Baseball 2K9,Wii,2009.0,Sports,Take-Two Interactive,0.25,0.0,0.0,0.02,0.27,0.22314355131420976,0.0,0.0,0.019802627296179712,0.23901690047049992
6426,Jikkyou Powerful Pro Yakyuu 2010,PS3,2010.0,Sports,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.27,0.0,0.0,0.09531017980432487,0.0,0.23901690047049992
6427,Operation Armored Liberty,GBA,2003.0,Action,Majesco Entertainment,0.19,0.07,0.0,0.0,0.27,0.17395330712343804,0.06765864847381481,0.0,0.0,0.23901690047049992
6428,Rory McIlroy PGA Tour,XOne,2015.0,Action,Electronic Arts,0.15,0.09,0.0,0.02,0.27,0.1397619423751587,0.08617769624105233,0.0,0.019802627296179712,0.23901690047049992
6429,Dynasty Warriors 7: Xtreme Legends,PS3,2011.0,Action,Tecmo Koei,0.04,0.05,0.1,0.02,0.27,0.039220713153281295,0.048790164169432,0.09531017980432487,0.019802627296179712,0.23901690047049992
6430,Summer Sports 2: Island Sports Party,Wii,2008.0,Sports,Ubisoft,0.24,0.0,0.0,0.02,0.27,0.2151113796169455,0.0,0.0,0.019802627296179712,0.23901690047049992
6431,Imagine: Fashion Party,Wii,2009.0,Simulation,Ubisoft,0.25,0.0,0.0,0.02,0.27,0.22314355131420976,0.0,0.0,0.019802627296179712,0.23901690047049992
6432,Fish Tycoon,DS,2007.0,Simulation,Majesco Entertainment,0.24,0.0,0.0,0.02,0.27,0.2151113796169455,0.0,0.0,0.019802627296179712,0.23901690047049992
6433,Scene It? Twilight,Wii,2009.0,Misc,Konami Digital Entertainment,0.16,0.08,0.0,0.02,0.27,0.1484200051182733,0.07696104113612832,0.0,0.019802627296179712,0.23901690047049992
6434,And1 Streetball,PS2,2006.0,Action,Ubisoft,0.13,0.1,0.0,0.03,0.27,0.12221763272424921,0.09531017980432487,0.0,0.0295588022415444,0.23901690047049992
6435,Don King Boxing,Wii,2009.0,Sports,Take-Two Interactive,0.14,0.1,0.0,0.03,0.27,0.13102826240640408,0.09531017980432487,0.0,0.0295588022415444,0.23901690047049992
6436,Atelier Ayesha: The Alchemist of Dusk,PS3,2012.0,Role-Playing,Tecmo Koei,0.06,0.04,0.1,0.02,0.27,0.05826890812397577,0.039220713153281295,0.09531017980432487,0.019802627296179712,0.23901690047049992
6437,Angry Birds Trilogy,X360,2012.0,Action,Activision,0.18,0.06,0.0,0.02,0.27,0.16551443847757338,0.05826890812397577,0.0,0.019802627296179712,0.23901690047049992
6438,Dragon Ball Z: Tenkaichi Tag Team,PSP,2010.0,Fighting,Namco Bandai Games,0.11,0.04,0.09,0.03,0.27,0.10436001532424277,0.039220713153281295,0.08617769624105233,0.0295588022415444,0.23901690047049992
6439,Sonic X: Game Boy Advance Video Volume 1,GBA,2004.0,Misc,,0.19,0.07,0.0,0.0,0.27,0.17395330712343804,0.06765864847381481,0.0,0.0,0.23901690047049992
6440,ESPN NBA Basketball,XB,2003.0,Sports,Sega,0.2,0.06,0.0,0.01,0.27,0.18232155679395465,0.05826890812397577,0.0,0.009950330853168083,0.23901690047049992
6441,Gallop Racer 2: One and Only Road to Victory,PS,1997.0,Sports,Tecmo Koei,0.0,0.0,0.1,0.02,0.27,0.0,0.0,0.09531017980432487,0.019802627296179712,0.23901690047049992
6442,NBA 07,PS3,2006.0,Sports,Sony Computer Entertainment,0.24,0.0,0.01,0.02,0.26,0.2151113796169455,0.0,0.009950330853168083,0.019802627296179712,0.23111172096338664
6443,Lowrider,PS2,2002.0,Misc,Pacific Century Cyber Works,0.11,0.09,0.03,0.03,0.26,0.10436001532424277,0.08617769624105233,0.0295588022415444,0.0295588022415444,0.23111172096338664
6444,Reload: Target Down,Wii,2010.0,Shooter,Mastiff,0.25,0.0,0.0,0.02,0.26,0.22314355131420976,0.0,0.0,0.019802627296179712,0.23111172096338664
6445,All-Pro Football 2K8,X360,2007.0,Sports,Take-Two Interactive,0.24,0.0,0.0,0.02,0.26,0.2151113796169455,0.0,0.0,0.019802627296179712,0.23111172096338664
6446,Dungeons & Dragons: Eye of the Beholder,GBA,2002.0,Role-Playing,Atari,0.19,0.07,0.0,0.0,0.26,0.17395330712343804,0.06765864847381481,0.0,0.0,0.23111172096338664
6447,The Crew,X360,2014.0,Racing,Ubisoft,0.06,0.18,0.0,0.02,0.26,0.05826890812397577,0.16551443847757338,0.0,0.019802627296179712,0.23111172096338664
6448,"Barbie: Jet, Set & Style!",Wii,2011.0,Misc,THQ,0.23,0.01,0.0,0.02,0.26,0.20701416938432615,0.009950330853168083,0.0,0.019802627296179712,0.23111172096338664
6449,Battlestations: Midway,X360,2007.0,Strategy,Eidos Interactive,0.21,0.02,0.0,0.02,0.26,0.19062035960864973,0.019802627296179712,0.0,0.019802627296179712,0.23111172096338664
6450,Rayman DS,DS,2005.0,Platform,Ubisoft,0.21,0.04,0.0,0.02,0.26,0.19062035960864973,0.039220713153281295,0.0,0.019802627296179712,0.23111172096338664
6451,Gundam Breaker,PS3,2013.0,Action,Namco Bandai Games,0.0,0.0,0.1,0.0,0.26,0.0,0.0,0.09531017980432487,0.0,0.23111172096338664
6452,The House of the Dead 2,DC,1998.0,Shooter,Sega,0.0,0.0,0.1,0.0,0.26,0.0,0.0,0.09531017980432487,0.0,0.23111172096338664
6453,Create,Wii,2010.0,Action,Electronic Arts,0.22,0.03,0.0,0.02,0.26,0.1988508587451652,0.0295588022415444,0.0,0.019802627296179712,0.23111172096338664
6454,A.C.E.: Another Century's Episode R,PS3,2010.0,Simulation,Namco Bandai Games,0.0,0.0,0.1,0.0,0.26,0.0,0.0,0.09531017980432487,0.0,0.23111172096338664
6455,Littlest Pet Shop: Friends,Wii,2009.0,Simulation,Electronic Arts,0.22,0.02,0.0,0.02,0.26,0.1988508587451652,0.019802627296179712,0.0,0.019802627296179712,0.23111172096338664
6456,Rune: Viking Warlord,PS2,2001.0,Action,Take-Two Interactive,0.13,0.1,0.0,0.03,0.26,0.12221763272424921,0.09531017980432487,0.0,0.0295588022415444,0.23111172096338664
6457,Panzer Dragoon Orta,XB,2002.0,Shooter,Sega,0.16,0.05,0.04,0.01,0.26,0.1484200051182733,0.048790164169432,0.039220713153281295,0.009950330853168083,0.23111172096338664
6458,Jikkyou Powerful Pro Yakyuu '99 Ketteiban,PS,1999.0,Sports,Konami Digital Entertainment,0.0,0.0,0.1,0.02,0.26,0.0,0.0,0.09531017980432487,0.019802627296179712,0.23111172096338664
6459,Dragon Age Origins: Awakening,PS3,2010.0,Role-Playing,Spike,0.24,0.0,0.0,0.02,0.26,0.2151113796169455,0.0,0.0,0.019802627296179712,0.23111172096338664
6460,King's Field II,PS,1996.0,Role-Playing,From Software,0.08,0.06,0.1,0.02,0.26,0.07696104113612832,0.05826890812397577,0.09531017980432487,0.019802627296179712,0.23111172096338664
6461,Danganronpa 2: Goodbye Despair,PSV,2014.0,Misc,Nippon Ichi Software,0.13,0.07,0.0,0.06,0.26,0.12221763272424921,0.06765864847381481,0.0,0.05826890812397577,0.23111172096338664
6462,Aikatsu! 2-nin no My Princess,3DS,2013.0,Action,Namco Bandai Games,0.0,0.0,0.1,0.0,0.26,0.0,0.0,0.09531017980432487,0.0,0.23111172096338664
6463,Beyblade: Metal Fusion,DS,2009.0,Role-Playing,Hudson Soft,0.08,0.03,0.1,0.01,0.26,0.07696104113612832,0.0295588022415444,0.09531017980432487,0.009950330853168083,0.23111172096338664
6464,NCAA Gamebreaker,PS,1996.0,Sports,Sony Computer Entertainment,0.15,0.1,0.0,0.02,0.26,0.1397619423751587,0.09531017980432487,0.0,0.019802627296179712,0.23111172096338664
6465,Petz: Horsez 2,PS2,2007.0,Simulation,Ubisoft,0.13,0.1,0.0,0.03,0.26,0.12221763272424921,0.09531017980432487,0.0,0.0295588022415444,0.23111172096338664
6466,NPPL: Championship Paintball 2009,PS2,2008.0,Shooter,Activision Value,0.13,0.1,0.0,0.03,0.26,0.12221763272424921,0.09531017980432487,0.0,0.0295588022415444,0.23111172096338664
6467,Skylanders: SuperChargers,Wii,2015.0,Action,Activision,0.05,0.19,0.0,0.02,0.26,0.048790164169432,0.17395330712343804,0.0,0.019802627296179712,0.23111172096338664
6468,Zoo Tycoon 2: Ultimate Collection,PC,2008.0,Strategy,Microsoft Game Studios,0.04,0.18,0.0,0.04,0.26,0.039220713153281295,0.16551443847757338,0.0,0.039220713153281295,0.23111172096338664
6469,Tomba!,PS,1997.0,Platform,Sony Computer Entertainment,0.15,0.1,0.0,0.02,0.26,0.1397619423751587,0.09531017980432487,0.0,0.019802627296179712,0.23111172096338664
6470,Love Plus,DS,2009.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.26,0.0,0.0,0.09531017980432487,0.0,0.23111172096338664
6471,Tales of Innocence,DS,2007.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.1,0.0,0.26,0.0,0.0,0.09531017980432487,0.0,0.23111172096338664
6472,MLB SlugFest 2006,PS2,2006.0,Sports,Midway Games,0.13,0.1,0.0,0.03,0.26,0.12221763272424921,0.09531017980432487,0.0,0.0295588022415444,0.23111172096338664
6473,J Stars Victory Vs.,PSV,2014.0,Fighting,Namco Bandai Games,0.0,0.07,0.1,0.02,0.26,0.0,0.06765864847381481,0.09531017980432487,0.019802627296179712,0.23111172096338664
6474,Rugrats: I Gotta Go Party,GBA,2002.0,Action,THQ,0.19,0.07,0.0,0.0,0.26,0.17395330712343804,0.06765864847381481,0.0,0.0,0.23111172096338664
6475,Virtua Racing,GEN,1994.0,Racing,Sega,0.0,0.0,0.1,0.0,0.26,0.0,0.0,0.09531017980432487,0.0,0.23111172096338664
6476,Crash Tag Team Racing,PSP,2005.0,Racing,Vivendi Games,0.16,0.06,0.0,0.04,0.26,0.1484200051182733,0.05826890812397577,0.0,0.039220713153281295,0.23111172096338664
6477,Prison Break: The Conspiracy,PS3,2010.0,Action,Deep Silver,0.05,0.16,0.0,0.05,0.26,0.048790164169432,0.1484200051182733,0.0,0.048790164169432,0.23111172096338664
6478,Bolt,PS2,2008.0,Adventure,Disney Interactive Studios,0.09,0.02,0.0,0.1,0.26,0.08617769624105233,0.019802627296179712,0.0,0.09531017980432487,0.23111172096338664
6479,DS Bungaku Zenshuu,DS,2007.0,Misc,Nintendo,0.0,0.0,0.1,0.0,0.26,0.0,0.0,0.09531017980432487,0.0,0.23111172096338664
6480,We Cheer 2,Wii,2009.0,Simulation,Namco Bandai Games,0.24,0.0,0.0,0.02,0.26,0.2151113796169455,0.0,0.0,0.019802627296179712,0.23111172096338664
6481,Nancy Drew: The Mystery of the Clue Bender Society,DS,2008.0,Adventure,Codemasters,0.24,0.0,0.0,0.02,0.26,0.2151113796169455,0.0,0.0,0.019802627296179712,0.23111172096338664
6482,Inazuma Eleven GO 3: Galaxy,3DS,2013.0,Sports,Level 5,0.0,0.0,0.1,0.0,0.26,0.0,0.0,0.09531017980432487,0.0,0.23111172096338664
6483,Ford Racing 3,PS2,2004.0,Racing,Take-Two Interactive,0.13,0.1,0.0,0.03,0.26,0.12221763272424921,0.09531017980432487,0.0,0.0295588022415444,0.23111172096338664
6484,Michael Jackson: The Experience,DS,2010.0,Misc,Ubisoft,0.22,0.03,0.0,0.02,0.26,0.1988508587451652,0.0295588022415444,0.0,0.019802627296179712,0.23111172096338664
6485,Phantasy Star Universe: Ambition of the Illuminus,PS2,2007.0,Role-Playing,Sega,0.1,0.08,0.05,0.03,0.26,0.09531017980432487,0.07696104113612832,0.048790164169432,0.0295588022415444,0.23111172096338664
6486,Project Runway,Wii,2010.0,Simulation,Atari,0.24,0.0,0.0,0.02,0.26,0.2151113796169455,0.0,0.0,0.019802627296179712,0.23111172096338664
6487,Jikkyou Powerful Pro Yakyuu 2013,PS3,2013.0,Sports,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.26,0.0,0.0,0.09531017980432487,0.0,0.23111172096338664
6488,The Adventures of Jimmy Neutron Boy Genius vs. Jimmy Negatron,GBA,2002.0,Action,THQ,0.19,0.07,0.0,0.0,0.26,0.17395330712343804,0.06765864847381481,0.0,0.0,0.23111172096338664
6489,Sengoku Basara 2,PS2,2006.0,Action,Capcom,0.0,0.0,0.1,0.0,0.26,0.0,0.0,0.09531017980432487,0.0,0.23111172096338664
6490,Naruto: Ultimate Ninja Heroes,PSP,2006.0,Fighting,Namco Bandai Games,0.26,0.0,0.0,0.0,0.26,0.23111172096338664,0.0,0.0,0.0,0.23111172096338664
6491,Inazuma Eleven Strikers,Wii,2011.0,Role-Playing,Nintendo,0.0,0.01,0.1,0.0,0.26,0.0,0.009950330853168083,0.09531017980432487,0.0,0.23111172096338664
6492,Hey Arnold! The Movie,GBA,2002.0,Platform,THQ,0.19,0.07,0.0,0.0,0.26,0.17395330712343804,0.06765864847381481,0.0,0.0,0.23111172096338664
6493,Final Fantasy V Advance,GBA,2006.0,Role-Playing,Nintendo,0.0,0.0,0.1,0.01,0.26,0.0,0.0,0.09531017980432487,0.009950330853168083,0.23111172096338664
6494,Need for Speed: Most Wanted,GBA,2005.0,Racing,Electronic Arts,0.19,0.07,0.0,0.0,0.26,0.17395330712343804,0.06765864847381481,0.0,0.0,0.23111172096338664
6495,Lumines: Electronic Symphony,PSV,2012.0,Misc,Ubisoft,0.11,0.1,0.01,0.05,0.26,0.10436001532424277,0.09531017980432487,0.009950330853168083,0.048790164169432,0.23111172096338664
6496,Star Trek: Invasion,PS,2000.0,Simulation,Activision,0.15,0.1,0.0,0.02,0.26,0.1397619423751587,0.09531017980432487,0.0,0.019802627296179712,0.23111172096338664
6497,Final Fantasy Crystal Chronicles: Echoes of Time,Wii,2009.0,Role-Playing,Square Enix,0.13,0.06,0.05,0.02,0.26,0.12221763272424921,0.05826890812397577,0.048790164169432,0.019802627296179712,0.23111172096338664
6498,Jonah Lomu Rugby Challenge,PS3,,Sports,Home Entertainment Suppliers,0.0,0.2,0.0,0.06,0.26,0.0,0.18232155679395465,0.0,0.05826890812397577,0.23111172096338664
6499,Babysitting Mania,DS,2008.0,Simulation,Majesco Entertainment,0.24,0.0,0.0,0.02,0.26,0.2151113796169455,0.0,0.0,0.019802627296179712,0.23111172096338664
6500,Star Wars: Bounty Hunter,GC,2002.0,Shooter,LucasArts,0.2,0.05,0.0,0.01,0.26,0.18232155679395465,0.048790164169432,0.0,0.009950330853168083,0.23111172096338664
6501,Tom and Jerry in War of the Whiskers,PS2,2002.0,Fighting,Ubisoft,0.13,0.1,0.0,0.03,0.26,0.12221763272424921,0.09531017980432487,0.0,0.0295588022415444,0.23111172096338664
6502,Ace Attorney Investigations 2,DS,2011.0,Adventure,Capcom,0.0,0.0,0.1,0.0,0.26,0.0,0.0,0.09531017980432487,0.0,0.23111172096338664
6503,Minute to Win It,Wii,2010.0,Misc,Zoo Games,0.25,0.0,0.0,0.02,0.26,0.22314355131420976,0.0,0.0,0.019802627296179712,0.23111172096338664
6504,Smart Girl's Playhouse,DS,2007.0,Misc,505 Games,0.24,0.0,0.0,0.02,0.26,0.2151113796169455,0.0,0.0,0.019802627296179712,0.23111172096338664
6505,Racquet Sports,Wii,2010.0,Sports,Ubisoft,0.14,0.09,0.0,0.02,0.26,0.13102826240640408,0.08617769624105233,0.0,0.019802627296179712,0.23111172096338664
6506,TouchMaster 3(Others sales),DS,2009.0,Puzzle,Warner Bros. Interactive Entertainment,0.0,0.24,0.0,0.02,0.26,0.0,0.2151113796169455,0.0,0.019802627296179712,0.23111172096338664
6507,The Elder Scrolls IV: Oblivion,PC,2006.0,Role-Playing,Take-Two Interactive,0.01,0.2,0.0,0.05,0.26,0.009950330853168083,0.18232155679395465,0.0,0.048790164169432,0.23111172096338664
6508,Jikkyou Powerful Pro Yakyuu 2011,PS3,2011.0,Sports,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.26,0.0,0.0,0.09531017980432487,0.0,0.23111172096338664
6509,Madden NFL 2005,DS,2004.0,Sports,Electronic Arts,0.24,0.0,0.0,0.02,0.26,0.2151113796169455,0.0,0.0,0.019802627296179712,0.23111172096338664
